"","ortho_id","top_hit"
"2346","clust_2346","hypothetical protein"
"2347","clust_2347","hypothetical protein"
"2348","clust_2348","hypothetical protein"
"2349","clust_2349","hypothetical protein"
"2350","clust_2350","hypothetical protein"
"2351","clust_2351","hypothetical protein"
"2352","clust_2352","hypothetical protein"
"2353","clust_2353","hypothetical protein"
"2354","clust_2354","RelE/StbE replicon stabilization toxin"
"2355","clust_2355","hypothetical protein"
"2356","clust_2356","hypothetical protein"
"2357","clust_2357","Transposase"
"2358","clust_2358","ABC-type amino acid transport system, permease component"
"2359","clust_2359","hypothetical protein"
"2360","clust_2360","hypothetical protein"
"2361","clust_2361","hypothetical protein"
"2362","clust_2362","hypothetical protein"
"2363","clust_2363","hypothetical protein"
"2364","clust_2364","hypothetical protein"
"2365","clust_2365","hypothetical protein"
"2366","clust_2366","hypothetical protein"
"2367","clust_2367","hypothetical protein"
"2368","clust_2368","hypothetical protein"
"2369","clust_2369","hypothetical protein"
"2370","clust_2370","hypothetical protein"
"2371","clust_2371","hypothetical protein"
"2372","clust_2372","conserved hypothetical protein"
"2373","clust_2373","hypothetical protein"
"2374","clust_2374","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"2375","clust_2375","hypothetical protein"
"2376","clust_2376","hypothetical protein"
"2377","clust_2377","hypothetical protein"
"2378","clust_2378","hypothetical protein"
"2379","clust_2379","hypothetical protein"
"2380","clust_2380","rRNA biogenesis protein rrp5, putative"
"2381","clust_2381","hypothetical protein"
"2382","clust_2382","hypothetical protein"
"2383","clust_2383","hypothetical protein"
"2384","clust_2384","Phage tail length tape-measure protein"
"2385","clust_2385","hypothetical protein"
"2386","clust_2386","hypothetical protein"
"2387","clust_2387","hypothetical protein"
"2388","clust_2388","hypothetical protein"
"2389","clust_2389","hypothetical protein"
"2390","clust_2390","hypothetical protein"
"2391","clust_2391","hypothetical protein"
"2392","clust_2392","hypothetical protein"
"2393","clust_2393","hypothetical protein"
"2394","clust_2394","hypothetical protein"
"2395","clust_2395","hypothetical protein"
"2396","clust_2396","hypothetical protein"
"2397","clust_2397","hypothetical protein"
"2398","clust_2398","hypothetical protein"
"2399","clust_2399","hypothetical protein"
"2400","GV01|SEQ00018","myosin heavy chain"
"2401","GV01|SEQ00019","hypothetical protein"
"2402","GV01|SEQ00059","hypothetical protein"
"2403","GV01|SEQ00066","hypothetical protein"
"2404","GV01|SEQ00069","hypothetical protein"
"2405","GV01|SEQ00086","hypothetical protein"
"2406","GV01|SEQ00091","hypothetical protein"
"2407","GV01|SEQ00144","hypothetical protein"
"2408","GV01|SEQ00175","hypothetical protein"
"2409","GV01|SEQ00262","hypothetical protein"
"2410","GV01|SEQ00306","hypothetical protein"
"2411","GV01|SEQ00373","ABC-type amino acid transport system, permease component"
"2412","GV01|SEQ00516","hypothetical protein"
"2413","GV01|SEQ00526","hypothetical protein"
"2414","GV01|SEQ00542","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"2415","GV01|SEQ00588","Translation initiation factor 2"
"2416","GV01|SEQ00595","hypothetical protein"
"2417","GV01|SEQ00603","hypothetical protein"
"2418","GV01|SEQ00687","hypothetical protein"
"2419","GV01|SEQ00762","hypothetical protein"
"2420","GV01|SEQ00773","hypothetical protein"
"2421","GV01|SEQ00815","hypothetical protein"
"2422","GV01|SEQ00841","hypothetical protein"
"2423","GV01|SEQ00885","hypothetical protein"
"2424","GV01|SEQ00896","hypothetical protein"
"2425","GV01|SEQ00909","hypothetical protein"
"2426","GV01|SEQ00984","hypothetical protein"
"2427","GV01|SEQ01013","hypothetical protein"
"2428","GV01|SEQ01048","SSU ribosomal protein S16p"
"2429","GV01|SEQ01074","hypothetical protein"
"2430","GV01|SEQ01093","hypothetical protein"
"2431","GV01|SEQ01094","hypothetical protein"
"2432","GV01|SEQ01144","hypothetical protein"
"2433","GV01|SEQ01154","hypothetical protein"
"2434","GV01|SEQ01167","hypothetical protein"
"2435","GV01|SEQ01191","hypothetical protein"
"2436","GV01|SEQ01200","streptococcal hemagglutinin protein"
"2437","GV02|SEQ00033","hypothetical protein"
"2438","GV02|SEQ00035","hypothetical protein"
"2439","GV02|SEQ00088","hypothetical protein"
"2440","GV02|SEQ00188","Sialidase (EC 3.2.1.18)"
"2441","GV02|SEQ00194","hypothetical protein"
"2442","GV02|SEQ00291","hypothetical protein"
"2443","GV02|SEQ00337","hypothetical protein"
"2444","GV02|SEQ00354","hypothetical protein"
"2445","GV02|SEQ00365","hypothetical protein"
"2446","GV02|SEQ00367","hypothetical protein"
"2447","GV02|SEQ00388","hypothetical protein"
"2448","GV02|SEQ00394","hypothetical protein"
"2449","GV02|SEQ00395","SSU ribosomal protein S16p"
"2450","GV02|SEQ00418","hypothetical protein"
"2451","GV02|SEQ00420","Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)"
"2452","GV02|SEQ00437","Exonuclease SbcC"
"2453","GV02|SEQ00441","""Peptidase E """
"2454","GV02|SEQ00442","hypothetical protein"
"2455","GV02|SEQ00443","hypothetical protein"
"2456","GV02|SEQ00444","FIG01119645: hypothetical protein"
"2457","GV02|SEQ00495","""Inosine-uridine preferring nucleoside hydrolase """
"2458","GV02|SEQ00563","hypothetical protein"
"2459","GV02|SEQ00568","UDP-glucose 4-epimerase (EC 5.1.3.2)"
"2460","GV02|SEQ00592","hypothetical protein"
"2461","GV02|SEQ00604","hypothetical protein"
"2462","GV02|SEQ00610","hypothetical protein"
"2463","GV02|SEQ00613","hypothetical protein"
"2464","GV02|SEQ00614","hypothetical protein"
"2465","GV02|SEQ00681","hypothetical protein"
"2466","GV02|SEQ00708","hypothetical protein"
"2467","GV02|SEQ00757","hypothetical protein"
"2468","GV02|SEQ00765","hypothetical protein"
"2469","GV02|SEQ00768","hypothetical protein"
"2470","GV02|SEQ00771","hypothetical protein"
"2471","GV02|SEQ00773","FIG00672383: hypothetical protein"
"2472","GV02|SEQ00786","Zinc ABC transporter, periplasmic-binding protein ZnuA"
"2473","GV02|SEQ00791","Translation initiation factor 2"
"2474","GV02|SEQ00833","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"2475","GV02|SEQ00842","hypothetical protein"
"2476","GV02|SEQ00856","hypothetical protein"
"2477","GV02|SEQ00881","Ribulose-phosphate 3-epimerase (EC 5.1.3.1)"
"2478","GV02|SEQ00993","""Type I restriction-modification system, specificity subunit S """
"2479","GV02|SEQ01055","Exonuclease SbcC"
"2480","GV02|SEQ01068","hypothetical protein"
"2481","GV02|SEQ01074","hypothetical protein"
"2482","GV02|SEQ01225","hypothetical protein"
"2483","GV03|SEQ00003","hypothetical protein"
"2484","GV03|SEQ00058","hypothetical protein"
"2485","GV03|SEQ00071","hypothetical protein"
"2486","GV03|SEQ00154","hypothetical protein"
"2487","GV03|SEQ00178","FIG01120691: hypothetical protein"
"2488","GV03|SEQ00179","hypothetical protein"
"2489","GV03|SEQ00328","hypothetical protein"
"2490","GV03|SEQ00380","hypothetical protein"
"2491","GV03|SEQ00468","hypothetical protein"
"2492","GV03|SEQ00494","hypothetical protein"
"2493","GV03|SEQ00497","hypothetical protein"
"2494","GV03|SEQ00501","hypothetical protein"
"2495","GV03|SEQ00503","hypothetical protein"
"2496","GV03|SEQ00514","hypothetical protein"
"2497","GV03|SEQ00520","hypothetical protein"
"2498","GV03|SEQ00563","hypothetical protein"
"2499","GV03|SEQ00566","hypothetical protein"
"2500","GV03|SEQ00567","hypothetical protein"
"2501","GV03|SEQ00572","hypothetical protein"
"2502","GV03|SEQ00573","hypothetical protein"
"2503","GV03|SEQ00576","hypothetical protein"
"2504","GV03|SEQ00688","hypothetical protein"
"2505","GV03|SEQ00690","no hits"
"2506","GV03|SEQ00711","hypothetical protein"
"2507","GV03|SEQ00735","hypothetical protein"
"2508","GV03|SEQ00816","streptococcal hemagglutinin protein"
"2509","GV03|SEQ00820","streptococcal hemagglutinin protein"
"2510","GV03|SEQ00853","hypothetical protein"
"2511","GV03|SEQ00854","putative DNA methyltransferase"
"2512","GV03|SEQ00935","hypothetical protein"
"2513","GV03|SEQ00947","hypothetical protein"
"2514","GV03|SEQ00968","hypothetical protein"
"2515","GV03|SEQ00973","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"2516","GV03|SEQ01002","hypothetical protein"
"2517","GV03|SEQ01014","hypothetical protein"
"2518","GV03|SEQ01015","hypothetical protein"
"2519","GV03|SEQ01054","hypothetical protein"
"2520","GV03|SEQ01060","hypothetical protein"
"2521","GV03|SEQ01125","SSU ribosomal protein S16p"
"2522","GV03|SEQ01139","hypothetical protein"
"2523","GV04|SEQ00041","hypothetical protein"
"2524","GV04|SEQ00117","hypothetical protein"
"2525","GV04|SEQ00130","hypothetical protein"
"2526","GV04|SEQ00137","hypothetical protein"
"2527","GV04|SEQ00299","hypothetical protein"
"2528","GV04|SEQ00320","Exonuclease SbcC"
"2529","GV04|SEQ00352","hypothetical protein"
"2530","GV04|SEQ00369","hypothetical protein"
"2531","GV04|SEQ00373","hypothetical protein"
"2532","GV04|SEQ00392","hypothetical protein"
"2533","GV04|SEQ00447","hypothetical protein"
"2534","GV04|SEQ00448","LPXTG-motif cell wall anchor domain protein"
"2535","GV04|SEQ00498","hypothetical protein"
"2536","GV04|SEQ00578","Exonuclease SbcC"
"2537","GV04|SEQ00583","hypothetical protein"
"2538","GV04|SEQ00597","hypothetical protein"
"2539","GV04|SEQ00638","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"2540","GV04|SEQ00679","Exonuclease SbcC"
"2541","GV04|SEQ00710","SSU ribosomal protein S16p"
"2542","GV04|SEQ00711","hypothetical protein"
"2543","GV04|SEQ00719","hypothetical protein"
"2544","GV04|SEQ00742","hypothetical protein"
"2545","GV04|SEQ00765","hypothetical protein"
"2546","GV04|SEQ00791","hypothetical protein"
"2547","GV04|SEQ00807","hypothetical protein"
"2548","GV04|SEQ00842","hypothetical protein"
"2549","GV04|SEQ00882","hypothetical protein"
"2550","GV04|SEQ00883","hypothetical protein"
"2551","GV04|SEQ01054","hypothetical protein"
"2552","GV04|SEQ01168","hypothetical protein"
"2553","GV04|SEQ01206","hypothetical protein"
"2554","GV04|SEQ01215","hypothetical protein"
"2555","GV04|SEQ01250","probable permease protein of ABC transporter system"
"2556","GV04|SEQ01260","hypothetical protein"
"2557","GV04|SEQ01277","NAD kinase (EC 2.7.1.23)"
"2558","GV05|SEQ00024","ABC transporter, ATP-binding/permease protein"
"2559","GV05|SEQ00064","SSU ribosomal protein S16p"
"2560","GV05|SEQ00078","hypothetical protein"
"2561","GV05|SEQ00177","hypothetical protein"
"2562","GV05|SEQ00179","hypothetical protein"
"2563","GV05|SEQ00256","hypothetical protein"
"2564","GV05|SEQ00391","Branched-chain amino acid transport system carrier protein"
"2565","GV05|SEQ00428","hypothetical protein"
"2566","GV05|SEQ00480","hypothetical protein"
"2567","GV05|SEQ00494","hypothetical protein"
"2568","GV05|SEQ00512","hypothetical protein"
"2569","GV05|SEQ00517","hypothetical protein"
"2570","GV05|SEQ00553","hypothetical protein"
"2571","GV05|SEQ00586","hypothetical protein"
"2572","GV05|SEQ00601","hypothetical protein"
"2573","GV05|SEQ00839","hypothetical protein"
"2574","GV05|SEQ00898","hypothetical protein"
"2575","GV05|SEQ00900","hypothetical protein"
"2576","GV05|SEQ00946","hypothetical protein"
"2577","GV05|SEQ00966","hypothetical protein"
"2578","GV05|SEQ00994","hypothetical protein"
"2579","GV05|SEQ01008","FIG00671990: hypothetical protein"
"2580","GV05|SEQ01023","hypothetical protein"
"2581","GV05|SEQ01035","hypothetical protein"
"2582","GV05|SEQ01075","hypothetical protein"
"2583","GV05|SEQ01079","hypothetical protein"
"2584","GV05|SEQ01080","peptidase M48, Ste24p"
"2585","GV05|SEQ01081","hypothetical protein"
"2586","GV05|SEQ01173","hypothetical protein"
"2587","GV06|SEQ00012","hypothetical protein"
"2588","GV06|SEQ00014","hypothetical protein"
"2589","GV06|SEQ00017","FIG00672113: hypothetical protein"
"2590","GV06|SEQ00068","hypothetical protein"
"2591","GV06|SEQ00097","hypothetical protein"
"2592","GV06|SEQ00100","hypothetical protein"
"2593","GV06|SEQ00170","hypothetical protein"
"2594","GV06|SEQ00232","hypothetical protein"
"2595","GV06|SEQ00274","Preprotein translocase subunit SecG (TC 3.A.5.1.1)"
"2596","GV06|SEQ00299","hypothetical protein"
"2597","GV06|SEQ00303","hypothetical protein"
"2598","GV06|SEQ00331","hypothetical protein"
"2599","GV06|SEQ00400","hypothetical protein"
"2600","GV06|SEQ00406","""tRNA-specific adenosine-34 deaminase """
"2601","GV06|SEQ00438","hypothetical protein"
"2602","GV06|SEQ00445","hypothetical protein"
"2603","GV06|SEQ00446","hypothetical protein"
"2604","GV06|SEQ00476","hypothetical protein"
"2605","GV06|SEQ00551","hypothetical protein"
"2606","GV06|SEQ00552","hypothetical protein"
"2607","GV06|SEQ00629","hypothetical protein"
"2608","GV06|SEQ00685","hypothetical protein"
"2609","GV06|SEQ00686","hypothetical protein"
"2610","GV06|SEQ00688","hypothetical protein"
"2611","GV06|SEQ00689","hypothetical protein"
"2612","GV06|SEQ00711","hypothetical protein"
"2613","GV06|SEQ00780","hypothetical protein"
"2614","GV06|SEQ00781","hypothetical protein"
"2615","GV06|SEQ00787","hypothetical protein"
"2616","GV06|SEQ00864","ABC transporter, ATP-binding protein-related protein"
"2617","GV06|SEQ00949","hypothetical protein"
"2618","GV06|SEQ00962","FIG00672189: hypothetical protein"
"2619","GV06|SEQ00990","hypothetical protein"
"2620","GV06|SEQ01005","SSU ribosomal protein S16p"
"2621","GV06|SEQ01028","hypothetical protein"
"2622","GV06|SEQ01033","hypothetical protein"
"2623","GV06|SEQ01045","hypothetical protein"
"2624","GV06|SEQ01046","hypothetical protein"
"2625","GV06|SEQ01074","hypothetical protein"
"2626","GV06|SEQ01132","hypothetical protein"
"2627","GV06|SEQ01153","hypothetical protein"
"2628","GV06|SEQ01202","Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)"
"2629","GV06|SEQ01207","hypothetical protein"
"2630","GV06|SEQ01208","HTH DNA-binding protein"
"2631","GV06|SEQ01209","hypothetical protein"
"2632","GV06|SEQ01264","hypothetical protein"
"2633","GV06|SEQ01327","hypothetical protein"
"2634","GV06|SEQ01336","hypothetical protein"
"2635","GV07|SEQ00065","hypothetical protein"
