cds_id	ortho_id	full_id	short_id	seq_id	strain_id	id_short
GV18|SEQ00775	clust_3176	fid|42070341|locus|VBIGarVag4823_0775|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070341|locus|VBIGarVag4823_0775	SEQ00775	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00812	clust_3177	fid|42070421|locus|VBIGarVag4823_0812|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070421|locus|VBIGarVag4823_0812	SEQ00812	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00814	clust_3178	fid|42070425|locus|VBIGarVag4823_0814|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070425|locus|VBIGarVag4823_0814	SEQ00814	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00821	clust_3179	fid|42070440|locus|VBIGarVag4823_0821|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070440|locus|VBIGarVag4823_0821	SEQ00821	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00847	clust_3180	fid|42070493|locus|VBIGarVag4823_0847|   Preprotein translocase secY subunit (TC 3.A.5.1.1)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070493|locus|VBIGarVag4823_0847	SEQ00847	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00869	clust_3181	fid|42070537|locus|VBIGarVag4823_0869|   Alcohol dehydrogenase (EC 1.1.1.1); Acetaldehyde dehydrogenase (EC 1.2.1.10)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070537|locus|VBIGarVag4823_0869	SEQ00869	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00878	clust_3182	fid|42070556|locus|VBIGarVag4823_0878|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070556|locus|VBIGarVag4823_0878	SEQ00878	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00879	clust_3183	fid|42070558|locus|VBIGarVag4823_0879|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070558|locus|VBIGarVag4823_0879	SEQ00879	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00900	clust_3184	fid|42070602|locus|VBIGarVag4823_0900|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070602|locus|VBIGarVag4823_0900	SEQ00900	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00901	clust_3185	fid|42070605|locus|VBIGarVag4823_0901|   Virulence factor mviN   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070605|locus|VBIGarVag4823_0901	SEQ00901	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00918	clust_3186	fid|42070640|locus|VBIGarVag4823_0918|   DNA gyrase subunit A (EC 5.99.1.3)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070640|locus|VBIGarVag4823_0918	SEQ00918	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00936	clust_3187	fid|42070677|locus|VBIGarVag4823_0936|   Phospho-N-acetylmuramoyl-pentapeptide-transferase (EC 2.7.8.13)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070677|locus|VBIGarVag4823_0936	SEQ00936	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ00975	clust_3188	fid|42070756|locus|VBIGarVag4823_0975|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070756|locus|VBIGarVag4823_0975	SEQ00975	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01029	clust_3189	fid|42070881|locus|VBIGarVag4823_1029|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070881|locus|VBIGarVag4823_1029	SEQ01029	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01040	clust_3190	fid|42070903|locus|VBIGarVag4823_1040|   OpcA, an allosteric effector of glucose-6-phosphate dehydrogenase, actinobacterial   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070903|locus|VBIGarVag4823_1040	SEQ01040	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01074	clust_3191	fid|42070972|locus|VBIGarVag4823_1074|   Glycosyltransferase (EC 2.4.1.-)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42070972|locus|VBIGarVag4823_1074	SEQ01074	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01107	clust_3192	fid|42071043|locus|VBIGarVag4823_1107|   Histidyl-tRNA synthetase (EC 6.1.1.21)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42071043|locus|VBIGarVag4823_1107	SEQ01107	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01121	clust_3193	fid|42071072|locus|VBIGarVag4823_1121|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42071072|locus|VBIGarVag4823_1121	SEQ01121	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01176	clust_3194	fid|42071187|locus|VBIGarVag4823_1176|   GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42071187|locus|VBIGarVag4823_1176	SEQ01176	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01202	clust_3195	fid|42071240|locus|VBIGarVag4823_1202|   GTP-binding protein HflX   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42071240|locus|VBIGarVag4823_1202	SEQ01202	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01258	clust_3196	fid|42071357|locus|VBIGarVag4823_1258|   SSU ribosomal protein S16p   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42071357|locus|VBIGarVag4823_1258	SEQ01258	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01286	clust_3197	fid|42071413|locus|VBIGarVag4823_1286|   hypothetical protein   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42071413|locus|VBIGarVag4823_1286	SEQ01286	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV18|SEQ01302	clust_3198	fid|42071447|locus|VBIGarVag4823_1302|   Phosphoglycerate mutase family   [Gardnerella vaginalis ATCC 14018 = JCM 11026]	fid|42071447|locus|VBIGarVag4823_1302	SEQ01302	Gardnerella vaginalis ATCC 14018 = JCM 11026	GV18
GV27|SEQ00054	clust_3199	fid|183983819|locus|VBIGarVag276930_0054|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183983819|locus|VBIGarVag276930_0054	SEQ00054	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00136	clust_3200	fid|183983991|locus|VBIGarVag276930_0136|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183983991|locus|VBIGarVag276930_0136	SEQ00136	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00555	clust_3201	fid|183984875|locus|VBIGarVag276930_0555|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183984875|locus|VBIGarVag276930_0555	SEQ00555	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00716	clust_3202	fid|183985219|locus|VBIGarVag276930_0716|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985219|locus|VBIGarVag276930_0716	SEQ00716	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00724	clust_3203	fid|183985235|locus|VBIGarVag276930_0724|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985235|locus|VBIGarVag276930_0724	SEQ00724	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00785	clust_3204	fid|183985365|locus|VBIGarVag276930_0785|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985365|locus|VBIGarVag276930_0785	SEQ00785	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00889	clust_3205	fid|183985578|locus|VBIGarVag276930_0889|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985578|locus|VBIGarVag276930_0889	SEQ00889	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00899	clust_3206	fid|183985601|locus|VBIGarVag276930_0899|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985601|locus|VBIGarVag276930_0899	SEQ00899	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ00927	clust_3207	fid|183985671|locus|VBIGarVag276930_0927|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985671|locus|VBIGarVag276930_0927	SEQ00927	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01032	clust_3208	fid|183985908|locus|VBIGarVag276930_1032|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985908|locus|VBIGarVag276930_1032	SEQ01032	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01050	clust_3209	fid|183985952|locus|VBIGarVag276930_1050|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985952|locus|VBIGarVag276930_1050	SEQ01050	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01070	clust_3210	fid|183985998|locus|VBIGarVag276930_1070|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183985998|locus|VBIGarVag276930_1070	SEQ01070	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01075	clust_3211	fid|183986010|locus|VBIGarVag276930_1075|   Preprotein translocase subunit SecG (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP8017B]	fid|183986010|locus|VBIGarVag276930_1075	SEQ01075	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01133	clust_3212	fid|183986135|locus|VBIGarVag276930_1133|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183986135|locus|VBIGarVag276930_1133	SEQ01133	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01135	clust_3213	fid|183986139|locus|VBIGarVag276930_1135|   Cell division initiation protein DivIVA   [Gardnerella vaginalis JCP8017B]	fid|183986139|locus|VBIGarVag276930_1135	SEQ01135	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01143	clust_3214	fid|183986158|locus|VBIGarVag276930_1143|   Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)   [Gardnerella vaginalis JCP8017B]	fid|183986158|locus|VBIGarVag276930_1143	SEQ01143	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01144	clust_3215	fid|183986160|locus|VBIGarVag276930_1144|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183986160|locus|VBIGarVag276930_1144	SEQ01144	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01188	clust_3216	fid|183986274|locus|VBIGarVag276930_1188|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183986274|locus|VBIGarVag276930_1188	SEQ01188	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01191	clust_3217	fid|183986280|locus|VBIGarVag276930_1191|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183986280|locus|VBIGarVag276930_1191	SEQ01191	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01226	clust_3218	fid|183986357|locus|VBIGarVag276930_1226|   hypothetical protein   [Gardnerella vaginalis JCP8017B]	fid|183986357|locus|VBIGarVag276930_1226	SEQ01226	Gardnerella vaginalis JCP8017B	GV27
GV27|SEQ01299	clust_3219	fid|183986537|locus|VBIGarVag276930_1299|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP8017B]	fid|183986537|locus|VBIGarVag276930_1299	SEQ01299	Gardnerella vaginalis JCP8017B	GV27
GV10|SEQ00052	clust_3220	fid|32146114|locus|VBIGarVag136958_0052|   FIG00672429: hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146114|locus|VBIGarVag136958_0052	SEQ00052	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00159	clust_3221	fid|32146334|locus|VBIGarVag136958_0159|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146334|locus|VBIGarVag136958_0159	SEQ00159	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00273	clust_3222	fid|32146578|locus|VBIGarVag136958_0273|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146578|locus|VBIGarVag136958_0273	SEQ00273	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00288	clust_3223	fid|32146608|locus|VBIGarVag136958_0288|   Single-stranded DNA-binding protein   [Gardnerella vaginalis 409-05]	fid|32146608|locus|VBIGarVag136958_0288	SEQ00288	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00300	clust_3224	fid|32146632|locus|VBIGarVag136958_0300|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146632|locus|VBIGarVag136958_0300	SEQ00300	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00304	clust_3225	fid|32146640|locus|VBIGarVag136958_0304|   SSU ribosomal protein S16p   [Gardnerella vaginalis 409-05]	fid|32146640|locus|VBIGarVag136958_0304	SEQ00304	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00336	clust_3226	fid|32146710|locus|VBIGarVag136958_0336|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146710|locus|VBIGarVag136958_0336	SEQ00336	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00337	clust_3227	fid|32146712|locus|VBIGarVag136958_0337|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146712|locus|VBIGarVag136958_0337	SEQ00337	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00362	clust_3228	fid|32146762|locus|VBIGarVag136958_0362|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146762|locus|VBIGarVag136958_0362	SEQ00362	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00448	clust_3229	fid|32146948|locus|VBIGarVag136958_0448|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32146948|locus|VBIGarVag136958_0448	SEQ00448	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00495	clust_3230	fid|32147042|locus|VBIGarVag136958_0495|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147042|locus|VBIGarVag136958_0495	SEQ00495	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00554	clust_3231	fid|32147164|locus|VBIGarVag136958_0554|   Cu+ P-type ATPase   [Gardnerella vaginalis 409-05]	fid|32147164|locus|VBIGarVag136958_0554	SEQ00554	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00643	clust_3232	fid|32147346|locus|VBIGarVag136958_0643|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147346|locus|VBIGarVag136958_0643	SEQ00643	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00645	clust_3233	fid|32147350|locus|VBIGarVag136958_0645|   ATPase provides energy for both assembly of type IV secretion complex and secretion of T-DNA complex (VirB4)   [Gardnerella vaginalis 409-05]	fid|32147350|locus|VBIGarVag136958_0645	SEQ00645	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00770	clust_3234	fid|32147612|locus|VBIGarVag136958_0770|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147612|locus|VBIGarVag136958_0770	SEQ00770	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00796	clust_3235	fid|32147664|locus|VBIGarVag136958_0796|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147664|locus|VBIGarVag136958_0796	SEQ00796	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00839	clust_3236	fid|32147752|locus|VBIGarVag136958_0839|   Flagellar assembly factor FliW   [Gardnerella vaginalis 409-05]	fid|32147752|locus|VBIGarVag136958_0839	SEQ00839	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00840	clust_3237	fid|32147754|locus|VBIGarVag136958_0840|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147754|locus|VBIGarVag136958_0840	SEQ00840	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00841	clust_3238	fid|32147756|locus|VBIGarVag136958_0841|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147756|locus|VBIGarVag136958_0841	SEQ00841	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00842	clust_3239	fid|32147758|locus|VBIGarVag136958_0842|   Twin-arginine translocation protein TatC   [Gardnerella vaginalis 409-05]	fid|32147758|locus|VBIGarVag136958_0842	SEQ00842	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00844	clust_3240	fid|32147762|locus|VBIGarVag136958_0844|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147762|locus|VBIGarVag136958_0844	SEQ00844	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00845	clust_3241	fid|32147764|locus|VBIGarVag136958_0845|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147764|locus|VBIGarVag136958_0845	SEQ00845	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00847	clust_3242	fid|32147768|locus|VBIGarVag136958_0847|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147768|locus|VBIGarVag136958_0847	SEQ00847	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00848	clust_3243	fid|32147770|locus|VBIGarVag136958_0848|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147770|locus|VBIGarVag136958_0848	SEQ00848	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00849	clust_3244	fid|32147772|locus|VBIGarVag136958_0849|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147772|locus|VBIGarVag136958_0849	SEQ00849	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00850	clust_3245	fid|32147774|locus|VBIGarVag136958_0850|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147774|locus|VBIGarVag136958_0850	SEQ00850	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00851	clust_3246	fid|32147776|locus|VBIGarVag136958_0851|   LSU ribosomal protein L9p   [Gardnerella vaginalis 409-05]	fid|32147776|locus|VBIGarVag136958_0851	SEQ00851	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00852	clust_3247	fid|32147778|locus|VBIGarVag136958_0852|   tRNA pseudouridine 13 synthase (EC 4.2.1.-)   [Gardnerella vaginalis 409-05]	fid|32147778|locus|VBIGarVag136958_0852	SEQ00852	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00853	clust_3248	fid|32147780|locus|VBIGarVag136958_0853|   Alanine dehydrogenase (EC 1.4.1.1)   [Gardnerella vaginalis 409-05]	fid|32147780|locus|VBIGarVag136958_0853	SEQ00853	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00854	clust_3249	fid|32147782|locus|VBIGarVag136958_0854|   Adenylate cyclase (EC 4.6.1.1)   [Gardnerella vaginalis 409-05]	fid|32147782|locus|VBIGarVag136958_0854	SEQ00854	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00855	clust_3250	fid|32147784|locus|VBIGarVag136958_0855|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147784|locus|VBIGarVag136958_0855	SEQ00855	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00856	clust_3251	fid|32147786|locus|VBIGarVag136958_0856|   FIG01236633: hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147786|locus|VBIGarVag136958_0856	SEQ00856	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00857	clust_3252	fid|32147788|locus|VBIGarVag136958_0857|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147788|locus|VBIGarVag136958_0857	SEQ00857	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00858	clust_3253	fid|32147790|locus|VBIGarVag136958_0858|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147790|locus|VBIGarVag136958_0858	SEQ00858	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00859	clust_3254	fid|32147792|locus|VBIGarVag136958_0859|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147792|locus|VBIGarVag136958_0859	SEQ00859	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00860	clust_3255	fid|32147794|locus|VBIGarVag136958_0860|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147794|locus|VBIGarVag136958_0860	SEQ00860	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00861	clust_3256	fid|32147796|locus|VBIGarVag136958_0861|   FIG00710462: hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147796|locus|VBIGarVag136958_0861	SEQ00861	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00862	clust_3257	fid|32147798|locus|VBIGarVag136958_0862|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147798|locus|VBIGarVag136958_0862	SEQ00862	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00863	clust_3258	fid|32147800|locus|VBIGarVag136958_0863|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147800|locus|VBIGarVag136958_0863	SEQ00863	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00864	clust_3259	fid|32147802|locus|VBIGarVag136958_0864|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147802|locus|VBIGarVag136958_0864	SEQ00864	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00866	clust_3260	fid|32147806|locus|VBIGarVag136958_0866|   Phage minor structural protein   [Gardnerella vaginalis 409-05]	fid|32147806|locus|VBIGarVag136958_0866	SEQ00866	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00868	clust_3261	fid|32147810|locus|VBIGarVag136958_0868|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147810|locus|VBIGarVag136958_0868	SEQ00868	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00941	clust_3262	fid|32147964|locus|VBIGarVag136958_0941|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32147964|locus|VBIGarVag136958_0941	SEQ00941	Gardnerella vaginalis 409-05	GV10
GV10|SEQ00976	clust_3263	fid|32148034|locus|VBIGarVag136958_0976|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32148034|locus|VBIGarVag136958_0976	SEQ00976	Gardnerella vaginalis 409-05	GV10
GV10|SEQ01021	clust_3264	fid|32148128|locus|VBIGarVag136958_1021|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32148128|locus|VBIGarVag136958_1021	SEQ01021	Gardnerella vaginalis 409-05	GV10
GV10|SEQ01035	clust_3265	fid|32148156|locus|VBIGarVag136958_1035|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32148156|locus|VBIGarVag136958_1035	SEQ01035	Gardnerella vaginalis 409-05	GV10
GV10|SEQ01055	clust_3266	fid|32148200|locus|VBIGarVag136958_1055|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32148200|locus|VBIGarVag136958_1055	SEQ01055	Gardnerella vaginalis 409-05	GV10
GV10|SEQ01061	clust_3267	fid|32148212|locus|VBIGarVag136958_1061|   hypothetical protein   [Gardnerella vaginalis 409-05]	fid|32148212|locus|VBIGarVag136958_1061	SEQ01061	Gardnerella vaginalis 409-05	GV10
GV33|SEQ00025	clust_3268	fid|184000709|locus|VBIGarVag265557_0025|   hypothetical protein   [Gardnerella vaginalis JCP8481A]	fid|184000709|locus|VBIGarVag265557_0025	SEQ00025	Gardnerella vaginalis JCP8481A	GV33
GV33|SEQ00248	clust_3269	fid|184001195|locus|VBIGarVag265557_0248|   SSU ribosomal protein S16p   [Gardnerella vaginalis JCP8481A]	fid|184001195|locus|VBIGarVag265557_0248	SEQ00248	Gardnerella vaginalis JCP8481A	GV33
GV33|SEQ00297	clust_3270	fid|184001296|locus|VBIGarVag265557_0297|   Topoisomerase IV subunit B (EC 5.99.1.-)   [Gardnerella vaginalis JCP8481A]	fid|184001296|locus|VBIGarVag265557_0297	SEQ00297	Gardnerella vaginalis JCP8481A	GV33
GV33|SEQ00298	clust_3271	fid|184001299|locus|VBIGarVag265557_0298|   hypothetical protein   [Gardnerella vaginalis JCP8481A]	fid|184001299|locus|VBIGarVag265557_0298	SEQ00298	Gardnerella vaginalis JCP8481A	GV33
GV33|SEQ00420	clust_3272	fid|184001564|locus|VBIGarVag265557_0420|   hypothetical protein   [Gardnerella vaginalis JCP8481A]	fid|184001564|locus|VBIGarVag265557_0420	SEQ00420	Gardnerella vaginalis JCP8481A	GV33
GV33|SEQ00428	clust_3273	fid|184001581|locus|VBIGarVag265557_0428|   hypothetical protein   [Gardnerella vaginalis JCP8481A]	fid|184001581|locus|VBIGarVag265557_0428	SEQ00428	Gardnerella vaginalis JCP8481A	GV33
